video_train_r01_k01.csv,video_test_r01_k01.csv,1,3,5,7,12
video_train_r01_k02.csv,video_test_r01_k02.csv,1,3,5,7,12
video_train_r01_k03.csv,video_test_r01_k03.csv,1,3,5,7,12
video_train_r01_k04.csv,video_test_r01_k04.csv,1,3,5,7,12
video_train_r01_k05.csv,video_test_r01_k05.csv,1,3,5,7,12
video_train_r01_k06.csv,video_test_r01_k06.csv,1,3,5,7,12
video_train_r01_k07.csv,video_test_r01_k07.csv,1,3,5,7,12
video_train_r01_k08.csv,video_test_r01_k08.csv,1,7,12
video_train_r01_k09.csv,video_test_r01_k09.csv,1,3,5,7,12
video_train_r01_k10.csv,video_test_r01_k10.csv,1,3,5,7,12
video_train_r02_k01.csv,video_test_r02_k01.csv,1,3,5,7,12
video_train_r02_k02.csv,video_test_r02_k02.csv,1,3,5,7,12
video_train_r02_k03.csv,video_test_r02_k03.csv,1,3,5,7,12
video_train_r02_k04.csv,video_test_r02_k04.csv,1,3,5,7,12
video_train_r02_k05.csv,video_test_r02_k05.csv,1,3,5,7,12
video_train_r02_k06.csv,video_test_r02_k06.csv,1,3,5,7,12
video_train_r02_k07.csv,video_test_r02_k07.csv,1,3,5,7,12
video_train_r02_k08.csv,video_test_r02_k08.csv,1,3,5,7,12
video_train_r02_k09.csv,video_test_r02_k09.csv,1,3,5,7,12
video_train_r02_k10.csv,video_test_r02_k10.csv,1,3,5,7,12
video_train_r03_k01.csv,video_test_r03_k01.csv,1,3,5,7,12
video_train_r03_k02.csv,video_test_r03_k02.csv,1,3,5,7,12
video_train_r03_k03.csv,video_test_r03_k03.csv,1,3,5,7,12
video_train_r03_k04.csv,video_test_r03_k04.csv,1,3,5,7,12
video_train_r03_k05.csv,video_test_r03_k05.csv,1,3,5,7,12
video_train_r03_k06.csv,video_test_r03_k06.csv,1,3,5,7,12
video_train_r03_k07.csv,video_test_r03_k07.csv,1,3,5,7,12
video_train_r03_k08.csv,video_test_r03_k08.csv,1,3,5,7,12
video_train_r03_k09.csv,video_test_r03_k09.csv,1,3,5,7,12
video_train_r03_k10.csv,video_test_r03_k10.csv,1,3,5,7,12
video_train_r04_k01.csv,video_test_r04_k01.csv,1,3,5,7,12
video_train_r04_k02.csv,video_test_r04_k02.csv,1,3,5,7,12
video_train_r04_k03.csv,video_test_r04_k03.csv,1,3,5,7,12
video_train_r04_k04.csv,video_test_r04_k04.csv,1,3,5,7,12
video_train_r04_k05.csv,video_test_r04_k05.csv,1,3,5,7,12
video_train_r04_k06.csv,video_test_r04_k06.csv,1,3,5,7,12
video_train_r04_k07.csv,video_test_r04_k07.csv,1,3,5,7,12
video_train_r04_k08.csv,video_test_r04_k08.csv,1,3,5,7,12
video_train_r04_k09.csv,video_test_r04_k09.csv,1,3,5,7,12
video_train_r04_k10.csv,video_test_r04_k10.csv,1,3,5,7,12
video_train_r05_k01.csv,video_test_r05_k01.csv,1,3,5,7,12
video_train_r05_k02.csv,video_test_r05_k02.csv,1,3,5,7,12
video_train_r05_k03.csv,video_test_r05_k03.csv,1,3,5,7,12
video_train_r05_k04.csv,video_test_r05_k04.csv,1,3,5,7,12
video_train_r05_k05.csv,video_test_r05_k05.csv,1,3,5,7,12
video_train_r05_k06.csv,video_test_r05_k06.csv,1,3,5,7,12
video_train_r05_k07.csv,video_test_r05_k07.csv,1,7,12
video_train_r05_k08.csv,video_test_r05_k08.csv,1,3,4,5,7,12
video_train_r05_k09.csv,video_test_r05_k09.csv,1,3,5,7,12
video_train_r05_k10.csv,video_test_r05_k10.csv,1,3,5,7,12
video_train_r06_k01.csv,video_test_r06_k01.csv,1,3,5,7,12
video_train_r06_k02.csv,video_test_r06_k02.csv,1,3,5,7,12
video_train_r06_k03.csv,video_test_r06_k03.csv,1,3,5,7,12
video_train_r06_k04.csv,video_test_r06_k04.csv,1,3,5,7,12
video_train_r06_k05.csv,video_test_r06_k05.csv,1,3,5,7,12
video_train_r06_k06.csv,video_test_r06_k06.csv,1,3,5,7,12
video_train_r06_k07.csv,video_test_r06_k07.csv,1,3,5,7,12
video_train_r06_k08.csv,video_test_r06_k08.csv,1,3,5,7,12
video_train_r06_k09.csv,video_test_r06_k09.csv,1,3,4,5,7,12
video_train_r06_k10.csv,video_test_r06_k10.csv,1,3,5,7,12
video_train_r07_k01.csv,video_test_r07_k01.csv,1,3,5,7,12
video_train_r07_k02.csv,video_test_r07_k02.csv,1,3,5,7,12
video_train_r07_k03.csv,video_test_r07_k03.csv,1,3,5,7,12
video_train_r07_k04.csv,video_test_r07_k04.csv,1,3,5,7,12
